#Date: 2015-08-07 08:52:14 UTC
#Software: Joomla Platform 11.4.0 Stable [ Brian Kernighan ] 03-Jan-2012 00:00 GMT

#Fields: date	time	duration	message	errorcode	file	line_number
2015-08-07	08:52:14	0.000000	Stage 1 - Analysing Component started (376 fields to process)	-	-	-
2015-08-07	08:52:14	0.024124	Stage 1 - Analysing Component (1 of 376 fields processed).  Completed step: processing field 'Id' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.136364	Stage 1 - Analysing Component (2 of 376 fields processed).  Completed step: processing field 'Name' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.137694	Stage 1 - Analysing Component (3 of 376 fields processed).  Completed step: processing field 'Alias' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.138847	Stage 1 - Analysing Component (4 of 376 fields processed).  Completed step: processing field 'Category' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.139991	Stage 1 - Analysing Component (5 of 376 fields processed).  Completed step: processing field 'Status' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.141117	Stage 1 - Analysing Component (6 of 376 fields processed).  Completed step: processing field 'Access' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.142285	Stage 1 - Analysing Component (7 of 376 fields processed).  Completed step: processing field 'Ordering' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.143456	Stage 1 - Analysing Component (8 of 376 fields processed).  Completed step: processing field 'Featured' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.144617	Stage 1 - Analysing Component (9 of 376 fields processed).  Completed step: processing field 'Hits' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.145582	Stage 1 - Analysing Component (10 of 376 fields processed).  Completed step: processing field 'Language' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.146600	Stage 1 - Analysing Component (11 of 376 fields processed).  Completed step: processing field 'Version' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.147608	Stage 1 - Analysing Component (12 of 376 fields processed).  Completed step: processing field 'Description' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.148603	Stage 1 - Analysing Component (13 of 376 fields processed).  Completed step: processing field 'Intro Text' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.152911	Stage 1 - Analysing Component (14 of 376 fields processed).  Completed step: processing field 'Images' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.154010	Stage 1 - Analysing Component (15 of 376 fields processed).  Completed step: processing field 'Image' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.155103	Stage 1 - Analysing Component (16 of 376 fields processed).  Completed step: processing field 'Alt Text' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.156507	Stage 1 - Analysing Component (17 of 376 fields processed).  Completed step: processing field 'Image Caption' in component object 'coments'	-	-	-
2015-08-07	08:52:14	0.158021	Stage 1 - Analysing Component (18 of 376 fields processed).  Completed step: processing field 'Intro Image' in component object 'coments'	-	-	-
