#Date: 2015-08-06 11:54:20 UTC
#Software: Joomla Platform 11.4.0 Stable [ Brian Kernighan ] 03-Jan-2012 00:00 GMT

#Fields: date	time	duration	message	errorcode	file	line_number
2015-08-06	11:54:20	0.000000	Stage 1 - Analysing Component started (94 fields to process)	-	-	-
2015-08-06	11:54:20	0.023206	Stage 1 - Analysing Component (1 of 94 fields processed).  Completed step: processing field 'Id' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.367204	Stage 1 - Analysing Component (2 of 94 fields processed).  Completed step: processing field 'Name' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.368348	Stage 1 - Analysing Component (3 of 94 fields processed).  Completed step: processing field 'Alias' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.369490	Stage 1 - Analysing Component (4 of 94 fields processed).  Completed step: processing field 'Category' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.370643	Stage 1 - Analysing Component (5 of 94 fields processed).  Completed step: processing field 'Status' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.371743	Stage 1 - Analysing Component (6 of 94 fields processed).  Completed step: processing field 'Access' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.372878	Stage 1 - Analysing Component (7 of 94 fields processed).  Completed step: processing field 'Ordering' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.374021	Stage 1 - Analysing Component (8 of 94 fields processed).  Completed step: processing field 'Featured' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.375041	Stage 1 - Analysing Component (9 of 94 fields processed).  Completed step: processing field 'Hits' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.376050	Stage 1 - Analysing Component (10 of 94 fields processed).  Completed step: processing field 'Language' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.377055	Stage 1 - Analysing Component (11 of 94 fields processed).  Completed step: processing field 'Version' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.378062	Stage 1 - Analysing Component (12 of 94 fields processed).  Completed step: processing field 'Description' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.379065	Stage 1 - Analysing Component (13 of 94 fields processed).  Completed step: processing field 'Intro Text' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.383211	Stage 1 - Analysing Component (14 of 94 fields processed).  Completed step: processing field 'Images' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.384279	Stage 1 - Analysing Component (15 of 94 fields processed).  Completed step: processing field 'Image' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.385333	Stage 1 - Analysing Component (16 of 94 fields processed).  Completed step: processing field 'Alt Text' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.386372	Stage 1 - Analysing Component (17 of 94 fields processed).  Completed step: processing field 'Image Caption' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.387401	Stage 1 - Analysing Component (18 of 94 fields processed).  Completed step: processing field 'Intro Image' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.388432	Stage 1 - Analysing Component (19 of 94 fields processed).  Completed step: processing field 'Intro Alt Text' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.389467	Stage 1 - Analysing Component (20 of 94 fields processed).  Completed step: processing field 'Intro Image Caption' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.393862	Stage 1 - Analysing Component (21 of 94 fields processed).  Completed step: processing field 'Urls' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.394989	Stage 1 - Analysing Component (22 of 94 fields processed).  Completed step: processing field 'Urls' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.396056	Stage 1 - Analysing Component (23 of 94 fields processed).  Completed step: processing field 'Link A' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.397109	Stage 1 - Analysing Component (24 of 94 fields processed).  Completed step: processing field 'Link A Text' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.398162	Stage 1 - Analysing Component (25 of 94 fields processed).  Completed step: processing field 'URL A Target Window' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.399216	Stage 1 - Analysing Component (26 of 94 fields processed).  Completed step: processing field 'Link B' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.400250	Stage 1 - Analysing Component (27 of 94 fields processed).  Completed step: processing field 'Link B Text' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.401297	Stage 1 - Analysing Component (28 of 94 fields processed).  Completed step: processing field 'URL B Target Window' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.402342	Stage 1 - Analysing Component (29 of 94 fields processed).  Completed step: processing field 'Link C' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.403379	Stage 1 - Analysing Component (30 of 94 fields processed).  Completed step: processing field 'Link C Text' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.404455	Stage 1 - Analysing Component (31 of 94 fields processed).  Completed step: processing field 'URL C Target Window' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.408828	Stage 1 - Analysing Component (32 of 94 fields processed).  Completed step: processing field 'Created' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.409892	Stage 1 - Analysing Component (33 of 94 fields processed).  Completed step: processing field 'Created By' in component object 'nicegallery'	-	-	-
2015-08-06	11:54:20	0.410931	Stage 1 - Analysing Component (34 of 94 fields processed).  Completed step: processing field 'Created By Alias' in component object 'nicegallery'	-	-	-
